City mpg,Classification,Driveline,Fuel Type,Highway mpg,Horsepower,Hybrid,ID,Make,Model Year,Year
12,Automatic transmission,Rear-wheel drive,Gasoline,18,510,FALSE,2011 Mercedes-Benz CL600,Mercedes-Benz,2011 Mercedes-Benz CL-Class,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,536,FALSE,2011 Mercedes-Benz CL63 AMG,AMG,2011 Mercedes-Benz CL-Class,2011
15,Automatic transmission,All-wheel drive,Gasoline,23,429,FALSE,2011 Mercedes-Benz CL550 4Matic,Mercedes-Benz,2011 Mercedes-Benz CL-Class,2011
12,Automatic transmission,Rear-wheel drive,Gasoline,18,621,FALSE,2011 Mercedes-Benz CL65 AMG,AMG,2011 Mercedes-Benz CL-Class,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,25,300,FALSE,2010 BMW 135i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,2010
18,Manual transmission,Rear-wheel drive,Gasoline,25,300,FALSE,2010 BMW 135i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,2010
18,Manual transmission,Rear-wheel drive,Gasoline,28,230,FALSE,2010 BMW 128i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,2010
18,Automatic transmission,Rear-wheel drive,Gasoline,28,230,FALSE,2010 BMW 128i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,2010
23,Automatic transmission,Front-wheel drive,Gasoline,31,176,FALSE,2010 Hyundai Tucson Limited,Hyundai,2010 Hyundai Tucson,2010
22,Manual transmission,Front-wheel drive,Gasoline,30,176,FALSE,2010 Hyundai Tucson GLS,Hyundai,2010 Hyundai Tucson,2010
21,Automatic transmission,Four-wheel drive,Gasoline,28,170,FALSE,2010 Hyundai Tucson Limited PZEV 4WD,Hyundai,2010 Hyundai Tucson,2010
21,Automatic transmission,Four-wheel drive,Gasoline,28,176,FALSE,2010 Hyundai Tucson Limited 4WD,Hyundai,2010 Hyundai Tucson,2010
21,Automatic transmission,Four-wheel drive,Gasoline,28,176,FALSE,2010 Hyundai Tucson GLS AT 4WD,Hyundai,2010 Hyundai Tucson,2010
21,Automatic transmission,Four-wheel drive,Gasoline,28,170,FALSE,2010 Hyundai Tucson GLS PZEV 4WD,Hyundai,2010 Hyundai Tucson,2010
23,Automatic transmission,Front-wheel drive,Gasoline,31,170,FALSE,2010 Hyundai Tucson Limited PZEV,Hyundai,2010 Hyundai Tucson,2010
23,Automatic transmission,Front-wheel drive,Gasoline,31,176,FALSE,2010 Hyundai Tucson GLS AT,Hyundai,2010 Hyundai Tucson,2010
23,Automatic transmission,Front-wheel drive,Gasoline,31,170,FALSE,2010 Hyundai Tucson GLS PZEV,Hyundai,2010 Hyundai Tucson,2010
20,Manual transmission,Rear-wheel drive,Gasoline,28,300,FALSE,2011 BMW 135i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,28,230,FALSE,2011 BMW 128i Coupe AT,BMW Motorrad,2011 BMW 1 Series Coupe,2011
18,Manual transmission,Rear-wheel drive,Gasoline,28,230,FALSE,2011 BMW 128i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,21,382,FALSE,2010 Mercedes-Benz CLS550,Mercedes,2010 Mercedes-Benz CLS-Class,2010
12,Automatic transmission,Rear-wheel drive,Gasoline,18,507,FALSE,2010 Mercedes-Benz CLS63 AMG,AMG,2010 Mercedes-Benz CLS-Class,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Convertible 1LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Convertible 2LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Convertible 3LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Convertible 4LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011
12,Automatic transmission,Rear-wheel drive,Gasoline,18,507,FALSE,2011 Mercedes-Benz CLS63 AMG,Mercedes-AMG,2011 Mercedes-Benz CLS-Class,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Convertible 1LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Convertible 2LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Convertible 3LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Convertible 4LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010
17,Automatic transmission,Front-wheel drive,Gasoline,25,265,FALSE,2012 Mitsubishi Eclipse GT,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012
20,Automatic transmission,Front-wheel drive,Gasoline,28,162,FALSE,2012 Mitsubishi Eclipse SE,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012
20,Automatic transmission,Front-wheel drive,Gasoline,28,162,FALSE,2012 Mitsubishi Eclipse GS AT,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012
20,Manual transmission,Front-wheel drive,Gasoline,28,162,FALSE,2012 Mitsubishi Eclipse GS,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012
20,Automatic transmission,Front-wheel drive,Gasoline,28,162,FALSE,2012 Mitsubishi Eclipse GS-Sport,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012
20,Automatic transmission,Front-wheel drive,Gasoline,28,162,FALSE,2011 Mitsubishi Eclipse GS AT,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011
20,Manual transmission,Front-wheel drive,Gasoline,28,162,FALSE,2011 Mitsubishi Eclipse GS,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011
20,Automatic transmission,Front-wheel drive,Gasoline,28,162,FALSE,2011 Mitsubishi Eclipse GS-Sport,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011
17,Automatic transmission,Front-wheel drive,Gasoline,25,265,FALSE,2011 Mitsubishi Eclipse GT,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011
16,Automatic transmission,Front-wheel drive,Gasoline,24,265,FALSE,2010 Mitsubishi Eclipse GT AT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010
20,Manual transmission,Front-wheel drive,Gasoline,28,162,FALSE,2010 Mitsubishi Eclipse GS,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010
20,Automatic transmission,Front-wheel drive,Gasoline,27,162,FALSE,2010 Mitsubishi Eclipse GS-Sport,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010
20,Automatic transmission,Front-wheel drive,Gasoline,27,162,FALSE,2010 Mitsubishi Eclipse GS AT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010
16,Manual transmission,Front-wheel drive,Gasoline,25,265,FALSE,2010 Mitsubishi Eclipse GT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2012 Chevrolet Corvette Coupe 1LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2012 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2012 Chevrolet Corvette Coupe 2LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2012 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2012 Chevrolet Corvette Coupe 3LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2012 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2012 Chevrolet Corvette Coupe 4LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2012 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012
22,Automatic transmission,Front-wheel drive,Gasoline,28,179,FALSE,2010 Toyota RAV4,Toyota,2010 Toyota RAV4,2010
21,Automatic transmission,Four-wheel drive,Gasoline,27,179,FALSE,2010 Toyota RAV4 4WD,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Front-wheel drive,Gasoline,27,269,FALSE,2010 Toyota RAV4 V6,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Four-wheel drive,Gasoline,26,269,FALSE,2010 Toyota RAV4 V6 4WD,Toyota,2010 Toyota RAV4,2010
22,Automatic transmission,Front-wheel drive,Gasoline,28,179,FALSE,2010 Toyota RAV4 Sport,Toyota,2010 Toyota RAV4,2010
21,Automatic transmission,Four-wheel drive,Gasoline,27,179,FALSE,2010 Toyota RAV4 Sport 4WD,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Front-wheel drive,Gasoline,27,269,FALSE,2010 Toyota RAV4 Sport V6,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Four-wheel drive,Gasoline,26,269,FALSE,2010 Toyota RAV4 Sport V6 4WD,Toyota,2010 Toyota RAV4,2010
22,Automatic transmission,Front-wheel drive,Gasoline,28,179,FALSE,2010 Toyota RAV4 Limited,Toyota,2010 Toyota RAV4,2010
21,Automatic transmission,Four-wheel drive,Gasoline,27,179,FALSE,2010 Toyota RAV4 Limited 4WD,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Front-wheel drive,Gasoline,27,269,FALSE,2010 Toyota RAV4 Limited V6,Toyota,2010 Toyota RAV4,2010
19,Automatic transmission,Four-wheel drive,Gasoline,26,269,FALSE,2010 Toyota RAV4 Limited V6 4WD,Toyota,2010 Toyota RAV4,2010
20,Automatic transmission,Front-wheel drive,Gasoline,27,162,FALSE,2012 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012
20,Automatic transmission,Front-wheel drive,Gasoline,27,162,FALSE,2012 Mitsubishi Eclipse Spyder SE,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012
16,Automatic transmission,Front-wheel drive,Gasoline,24,265,FALSE,2012 Mitsubishi Eclipse Spyder GT,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Coupe 1LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Coupe 2LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Coupe 3LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2011 Chevrolet Corvette Coupe 4LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2011 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011
20,Automatic transmission,Front-wheel drive,Gasoline,27,162,FALSE,2011 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011
16,Automatic transmission,Front-wheel drive,Gasoline,24,265,FALSE,2011 Mitsubishi Eclipse Spyder GT,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011
16,Automatic transmission,Front-wheel drive,Gasoline,24,265,FALSE,2010 Mitsubishi Eclipse Spyder GT,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010
19,Automatic transmission,Front-wheel drive,Gasoline,26,162,FALSE,2010 Mitsubishi Eclipse Spyder GS,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010
15,Automatic transmission,Front-wheel drive,Gasoline,21,225,FALSE,2011 Mitsubishi Endeavor LS,Mitsubishi,2011 Mitsubishi Endeavor,2011
15,Automatic transmission,Front-wheel drive,Gasoline,21,225,FALSE,2011 Mitsubishi Endeavor SE,Mitsubishi,2011 Mitsubishi Endeavor,2011
15,Automatic transmission,All-wheel drive,Gasoline,19,225,FALSE,2011 Mitsubishi Endeavor SE AWD,Mitsubishi,2011 Mitsubishi Endeavor,2011
15,Automatic transmission,Front-wheel drive,Gasoline,21,225,FALSE,2010 Mitsubishi Endeavor LS,Mitsubishi,2010 Mitsubishi Endeavor,2010
15,Automatic transmission,Front-wheel drive,Gasoline,21,225,FALSE,2010 Mitsubishi Endeavor SE,Mitsubishi,2010 Mitsubishi Endeavor,2010
15,Automatic transmission,All-wheel drive,Gasoline,19,225,FALSE,2010 Mitsubishi Endeavor SE AWD,Mitsubishi,2010 Mitsubishi Endeavor,2010
21,Automatic transmission,Front-wheel drive,Gasoline,30,160,FALSE,2011 Mitsubishi Galant SE,Mitsubishi,2011 Mitsubishi Galant,2011
21,Automatic transmission,Front-wheel drive,Gasoline,30,160,FALSE,2011 Mitsubishi Galant ES,Mitsubishi,2011 Mitsubishi Galant,2011
21,Automatic transmission,Front-wheel drive,Gasoline,30,160,FALSE,2010 Mitsubishi Galant ES,Mitsubishi,2010 Mitsubishi Galant,2010
21,Automatic transmission,Front-wheel drive,Gasoline,30,160,FALSE,2010 Mitsubishi Galant SE,Mitsubishi,2010 Mitsubishi Galant,2010
14,Manual transmission,Rear-wheel drive,Gasoline,19,556,FALSE,2011 Cadillac CTS-V Sedan,Cadillac,2011 Cadillac CTS-V Sedan,2011
12,Automatic transmission,Rear-wheel drive,Gasoline,18,556,FALSE,2011 Cadillac CTS-V Sedan AT,Cadillac,2011 Cadillac CTS-V Sedan,2011
24,Manual transmission,Front-wheel drive,Gasoline,33,148,FALSE,2011 Mitsubishi Lancer ES,Mitsubishi,2011 Mitsubishi Lancer,2011
24,Manual transmission,Front-wheel drive,Gasoline,33,148,FALSE,2011 Mitsubishi Lancer DE,Mitsubishi,2011 Mitsubishi Lancer,2011
22,Manual transmission,Front-wheel drive,Gasoline,31,168,FALSE,2011 Mitsubishi Lancer GTS,Mitsubishi,2011 Mitsubishi Lancer,2011
22,Manual transmission,Front-wheel drive,Gasoline,31,152,FALSE,2010 Mitsubishi Lancer DE,Mitsubishi,2010 Mitsubishi Lancer,2010
20,Manual transmission,Front-wheel drive,Gasoline,28,168,FALSE,2010 Mitsubishi Lancer GTS,Mitsubishi,2010 Mitsubishi Lancer,2010
22,Manual transmission,Front-wheel drive,Gasoline,31,152,FALSE,2010 Mitsubishi Lancer ES,Mitsubishi,2010 Mitsubishi Lancer,2010
16,Automatic transmission,All-wheel drive,Gasoline,21,260,FALSE,2011 Hyundai Veracruz Limited AWD,Hyundai,2011 Hyundai Veracruz,2010
14,Manual transmission,Rear-wheel drive,Gasoline,19,556,FALSE,2010 Cadillac CTS-V Sedan,Cadillac,2010 Cadillac CTS-V Sedan,2010
12,Automatic transmission,Rear-wheel drive,Gasoline,18,556,FALSE,2010 Cadillac CTS-V Sedan AT,Cadillac,2010 Cadillac CTS-V Sedan,2010
12,Automatic transmission,Rear-wheel drive,Gasoline,18,556,FALSE,2011 Cadillac CTS-V Coupe AT,Cadillac,2011 Cadillac CTS-V Coupe,2011
14,Manual transmission,Rear-wheel drive,Gasoline,19,556,FALSE,2011 Cadillac CTS-V Coupe,Cadillac,2011 Cadillac CTS-V Coupe,2011
14,Manual transmission,Rear-wheel drive,Gasoline,19,556,FALSE,2011 Cadillac CTS-V Wagon,Cadillac,2011 Cadillac CTS-V Wagon,2011
12,Automatic transmission,Rear-wheel drive,Gasoline,18,556,FALSE,2011 Cadillac CTS-V Wagon AT,Cadillac,2011 Cadillac CTS-V Wagon,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,270,FALSE,2011 Cadillac CTS Sport Sedan,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,270,FALSE,2011 Cadillac CTS Sport Sedan AT,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,All-wheel drive,Gasoline,27,270,FALSE,2011 Cadillac CTS Sport Sedan AWD,Cadillac,2011 Cadillac CTS Sport Sedan,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,270,FALSE,2011 Cadillac CTS Sport Sedan Luxury,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,270,FALSE,2011 Cadillac CTS Sport Sedan Luxury AT,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,270,FALSE,2011 Cadillac CTS Sport Sedan Performance,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,All-wheel drive,Gasoline,27,270,FALSE,2011 Cadillac CTS Sport Sedan Performance AWD,Cadillac,2011 Cadillac CTS Sport Sedan,2011
16,Manual transmission,Rear-wheel drive,Gasoline,25,304,FALSE,2011 Cadillac CTS Sport Sedan 3.6L Performance,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,304,FALSE,2011 Cadillac CTS Sport Sedan 3.6L Performance AT,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,270,FALSE,2010 Cadillac CTS Sport Sedan Luxury AT,Cadillac,2010 Cadillac CTS Sport Sedan,2010
16,Manual transmission,Rear-wheel drive,Gasoline,25,304,FALSE,2011 Cadillac CTS Sport Sedan Premium,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,304,FALSE,2011 Cadillac CTS Sport Sedan Premium AT,Cadillac,2011 Cadillac CTS Sport Sedan,2011
18,Automatic transmission,All-wheel drive,Gasoline,27,304,FALSE,2011 Cadillac CTS Sport Sedan Premium AWD,Cadillac,2011 Cadillac CTS Sport Sedan,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,270,FALSE,2011 Cadillac CTS Sport Sedan,Cadillac,2011 Cadillac CTS Sport Sedan,2010
14,Automatic transmission,Rear-wheel drive,Gasoline,20,310,FALSE,2011 Toyota Sequoia SR5,Toyota,2011 Toyota Sequoia,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,310,FALSE,2011 Toyota Sequoia SR5 4x4,Toyota,2011 Toyota Sequoia,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,381,FALSE,2011 Toyota Sequoia SR5 5.7L 4x4,Toyota,2011 Toyota Sequoia,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,381,FALSE,2011 Toyota Sequoia SR5 FFV,Toyota,2011 Toyota Sequoia,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,18,381,FALSE,2011 Toyota Sequoia Limited,Toyota,2011 Toyota Sequoia,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,381,FALSE,2011 Toyota Sequoia Limited 4x4,Toyota,2011 Toyota Sequoia,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,381,FALSE,2011 Toyota Sequoia Limited FFV,Toyota,2011 Toyota Sequoia,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,18,381,FALSE,2011 Toyota Sequoia Platinum,Toyota,2011 Toyota Sequoia,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,381,FALSE,2011 Toyota Sequoia Platinum 4x4,Toyota,2011 Toyota Sequoia,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,381,FALSE,2011 Toyota Sequoia Platinum FFV,Toyota,2011 Toyota Sequoia,2011
17,Manual transmission,Rear-wheel drive,Gasoline,26,230,FALSE,2010 BMW 328i Convertible,BMW Motorrad,2010 BMW 3 Series Convertible,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,26,300,FALSE,2010 BMW 335i Convertible AT,BMW,2010 BMW 3 Series Convertible,2010
17,Manual transmission,Rear-wheel drive,Gasoline,26,300,FALSE,2010 BMW 335i Convertible,BMW,2010 BMW 3 Series Convertible,2010
18,Automatic transmission,Rear-wheel drive,Gasoline,27,230,FALSE,2010 BMW 328i Convertible AT,BMW Motorrad,2010 BMW 3 Series Convertible,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,24,297,FALSE,2009 Infiniti EX35,Infiniti,2009 Infiniti EX,2009
16,Automatic transmission,All-wheel drive,Gasoline,23,297,FALSE,2009 Infiniti EX35 AWD,Infiniti,2009 Infiniti EX,2009
17,Automatic transmission,Rear-wheel drive,Gasoline,24,297,FALSE,2009 Infiniti EX35 Journey,Infiniti,2009 Infiniti EX,2009
16,Automatic transmission,All-wheel drive,Gasoline,23,297,FALSE,2009 Infiniti EX35 Journey AWD,Infiniti,2009 Infiniti EX,2009
15,Automatic transmission,Rear-wheel drive,Gasoline,22,382,FALSE,2011 Mercedes-Benz E550 Cabriolet,Mercedes,2011 Mercedes-Benz E-Class Cabriolet,2011
17,Automatic transmission,Rear-wheel drive,Gasoline,25,268,FALSE,2011 Mercedes-Benz E350 Cabriolet,Mercedes,2011 Mercedes-Benz E-Class Cabriolet,2011
17,Manual transmission,Rear-wheel drive,Gasoline,26,230,FALSE,2011 BMW 328i Convertible,BMW Motorrad,2011 BMW 3 Series Convertible,2011
19,Automatic transmission,Rear-wheel drive,Gasoline,28,300,FALSE,2011 BMW 335i Convertible AT,BMW,2011 BMW 3 Series Convertible,2011
18,Automatic transmission,Rear-wheel drive,Gasoline,27,230,FALSE,2011 BMW 328i Convertible AT,BMW Motorrad,2011 BMW 3 Series Convertible,2011
18,Manual transmission,Rear-wheel drive,Gasoline,26,320,FALSE,2011 BMW 335is Convertible,BMW,2011 BMW 3 Series Convertible,2011
19,Manual transmission,Rear-wheel drive,Gasoline,28,300,FALSE,2011 BMW 335i Convertible,BMW,2011 BMW 3 Series Convertible,2011
17,Automatic transmission,Rear-wheel drive,Gasoline,24,297,FALSE,2010 Infiniti EX35,Infiniti,2010 Infiniti EX,2010
16,Automatic transmission,All-wheel drive,Gasoline,23,297,FALSE,2010 Infiniti EX35 AWD,Infiniti,2010 Infiniti EX,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,24,297,FALSE,2010 Infiniti EX35 Journey,Infiniti,2010 Infiniti EX,2010
16,Automatic transmission,All-wheel drive,Gasoline,23,297,FALSE,2010 Infiniti EX35 Journey AWD,Infiniti,2010 Infiniti EX,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,23,382,FALSE,2010 Mercedes-Benz E550 Coupe,Mercedes,2010 Mercedes-Benz E-Class Coupe,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,26,268,FALSE,2010 Mercedes-Benz E350 Coupe,Mercedes,2010 Mercedes-Benz E-Class Coupe,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,26,268,FALSE,2011 Mercedes-Benz E350 Coupe,Mercedes,2011 Mercedes-Benz E-Class Coupe,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,23,382,FALSE,2011 Mercedes-Benz E550 Coupe,Mercedes,2011 Mercedes-Benz E-Class Coupe,2011
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Coupe 1LT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Coupe 2LT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Coupe 3LT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
16,Manual transmission,Rear-wheel drive,Gasoline,26,430,FALSE,2010 Chevrolet Corvette Coupe 4LT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,25,430,FALSE,2010 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2010 Chevrolet Corvette Coupe,2010
17,Automatic transmission,All-wheel drive,Gasoline,24,268,FALSE,2010 Mercedes-Benz E350 4Matic Sedan,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010
15,Automatic transmission,All-wheel drive,Gasoline,23,382,FALSE,2010 Mercedes-Benz E550 4Matic Sedan,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010
16,Automatic transmission,Rear-wheel drive,Gasoline,24,382,FALSE,2010 Mercedes-Benz E550 Sedan,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010
18,Automatic transmission,Rear-wheel drive,Gasoline,26,268,FALSE,2010 Mercedes-Benz E350 Sedan,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010
